scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Equisetum fluviatile,Water Horsetail,yes,yes,yes,no,yes,yes,N/A,2'-4',"24""-36""",flower-or-herb,5,5,8,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQFL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQFL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EQFL,https://plants.usda.gov/plant-profile/EQFL,https://en.wikipedia.org/wiki/Equisetum_fluviatile,https://www.wildflower.org/plants/result.php?id_plant=EQFL
Equisetum hyemale,Scouringrush Horsetail,yes,yes,yes,no,yes,yes,N/A,1'-4',"12""-24""",flower-or-herb,5,4,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQHY,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQHY,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EQHY,https://plants.usda.gov/plant-profile/EQHY,https://en.wikipedia.org/wiki/Equisetum_hyemale,https://www.wildflower.org/plants/result.php?id_plant=EQHY
Equisetum scirpoides,Dwarf Scouringrush,yes,yes,yes,no,yes,no,N/A,"6""-12""","12""-18""",flower-or-herb,4,2,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQSC,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EQSC,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EQSC,https://plants.usda.gov/plant-profile/EQSC,https://en.wikipedia.org/wiki/Equisetum_scirpoides,https://www.wildflower.org/plants/result.php?id_plant=EQSC
Eragrostis atropioides,Hardstem Lovegrass,no,yes,yes,no,yes,yes,late summer,1'-3',1'-2',grass,5,7,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAT,https://plants.usda.gov/plant-profile/ERAT,,https://www.wildflower.org/plants/result.php?id_plant=ERAT
Eragrostis intermedia,Plains Lovegrass,no,yes,no,yes,no,no,late spring,2'-3',2'-3',grass,5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERIN,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERIN,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERIN,https://plants.usda.gov/plant-profile/ERIN,https://en.wikipedia.org/wiki/Eragrostis_intermedia,https://www.wildflower.org/plants/result.php?id_plant=ERIN
Eragrostis spectabilis,Purple Lovegrass,no,no,yes,no,yes,no,late summer,1'-3',2'-3',grass,5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERSP,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERSP,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERSP,https://plants.usda.gov/plant-profile/ERSP,https://en.wikipedia.org/wiki/Eragrostis_spectabilis,https://www.wildflower.org/plants/result.php?id_plant=ERSP
Eragrostis variabilis,Kawelu,no,yes,yes,no,yes,yes,late spring,2'-3',2'-3',grass,3,4,8,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERVA,https://plants.usda.gov/plant-profile/ERVA,https://en.wikipedia.org/wiki/Eragrostis_variabilis,https://www.wildflower.org/plants/result.php?id_plant=ERVA
Ericameria nauseosa,Rubber Rabbitbrush,no,yes,yes,yes,no,no,late summer,3'-6',3'-6',shrub,7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERNA10,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERNA10,https://plants.usda.gov/plant-profile/ERNA10,https://en.wikipedia.org/wiki/Ericameria_nauseosa,https://www.wildflower.org/plants/result.php?id_plant=ERNA10
Erigeron compositus,Cutleaf Daisy,no,yes,no,yes,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,4,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERCO4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCO4,https://plants.usda.gov/plant-profile/ERCO4,https://en.wikipedia.org/wiki/Erigeron_compositus,https://www.wildflower.org/plants/result.php?id_plant=ERCO4
Erigeron flagellaris,Trailing Fleabane,no,yes,yes,yes,yes,no,late spring,"6""-12""","12""-18""",flower-or-herb,7,2,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERFL,https://plants.usda.gov/plant-profile/ERFL,https://en.wikipedia.org/wiki/Erigeron_flagellaris,https://www.wildflower.org/plants/result.php?id_plant=ERFL
Erigeron glaucus,Seaside Fleabane,no,yes,no,no,yes,no,late spring,"12""-18""","12""-18""",flower-or-herb,5,5,5,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERGL3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERGL3,https://plants.usda.gov/plant-profile/ERGL3,https://en.wikipedia.org/wiki/Erigeron_glaucus,https://www.wildflower.org/plants/result.php?id_plant=ERGL3
Erigeron pulcherrimus,Basin Fleabane,no,yes,yes,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,4,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERPU9,https://plants.usda.gov/plant-profile/ERPU9,https://en.wikipedia.org/wiki/Erigeron_pulcherrimus,https://www.wildflower.org/plants/result.php?id_plant=ERPU9
Erigeron speciosus,Aspen Fleabane,no,no,yes,yes,yes,no,late spring,1'-3',"12""-18""","flower-or-herb,shrub",5,4,6,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERSP4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERSP4,https://plants.usda.gov/plant-profile/ERSP4,https://en.wikipedia.org/wiki/Erigeron_speciosus,https://www.wildflower.org/plants/result.php?id_plant=ERSP4
Eriodictyon crassifolium,Thickleaf Yerba Santa,no,yes,yes,yes,yes,no,late spring,2'-5',3'-6',shrub,5,4,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCR2,https://plants.usda.gov/plant-profile/ERCR2,https://en.wikipedia.org/wiki/Eriodictyon_crassifolium,https://www.wildflower.org/plants/result.php?id_plant=ERCR2
Eriogonum alatum,Winged Buckwheat,no,yes,yes,yes,yes,no,late spring,1'-3',2'-3',"flower-or-herb,shrub",7,7,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAL4,https://plants.usda.gov/plant-profile/ERAL4,https://en.wikipedia.org/wiki/Eriogonum_alatum,https://www.wildflower.org/plants/result.php?id_plant=ERAL4
Eriogonum annuum,Annual Buckwheat,no,no,yes,yes,no,no,late spring,1'-3',1'-3',flower-or-herb,8,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAN4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAN4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAN4,https://plants.usda.gov/plant-profile/ERAN4,,https://www.wildflower.org/plants/result.php?id_plant=ERAN4
Eriogonum arborescens,Santa Cruz Island Buckwheat,no,yes,no,yes,yes,no,late spring,2'-4',3'-4',shrub,7,8,7,9,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAR6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAR6,https://plants.usda.gov/plant-profile/ERAR6,https://en.wikipedia.org/wiki/Eriogonum_arborescens,https://www.wildflower.org/plants/result.php?id_plant=ERAR6
Eriogonum compositum,Arrowleaf Buckwheat,no,no,yes,yes,no,no,late spring,"12""-18""",5'-8',"flower-or-herb,shrub",8,8,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERCO12,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERCO12,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCO12,https://plants.usda.gov/plant-profile/ERCO12,,https://www.wildflower.org/plants/result.php?id_plant=ERCO12
Eriogonum corymbosum,Crispleaf Buckwheat,no,yes,yes,yes,yes,no,late spring,2'-4',2'-3',shrub,7,7,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCO14,https://plants.usda.gov/plant-profile/ERCO14,,https://www.wildflower.org/plants/result.php?id_plant=ERCO14
Eriogonum fasciculatum,Eastern Mojave Buckwheat,no,no,yes,yes,no,no,late spring,2'-4',3'-5',shrub,8,7,7,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERFA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERFA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERFA2,https://plants.usda.gov/plant-profile/ERFA2,https://en.wikipedia.org/wiki/Eriogonum_fasciculatum,https://www.wildflower.org/plants/result.php?id_plant=ERFA2
Eriogonum giganteum,St. Catherine's Lace,no,yes,no,yes,yes,no,late spring,3'-5',"12""-18""",shrub,7,5,8,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERGI2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERGI2,https://plants.usda.gov/plant-profile/ERGI2,https://en.wikipedia.org/wiki/Eriogonum_giganteum,https://www.wildflower.org/plants/result.php?id_plant=ERGI2
Eriogonum heracleoides,Parsnipflower Buckwheat,no,yes,yes,yes,yes,no,late spring,1'-3',1'-2',"flower-or-herb,shrub",7,7,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERHE2,https://plants.usda.gov/plant-profile/ERHE2,https://en.wikipedia.org/wiki/Eriogonum_heracleoides,https://www.wildflower.org/plants/result.php?id_plant=ERHE2
Eriogonum inflatum,Desert Trumpet,no,no,yes,yes,no,no,late spring,2'-5',3'-6',flower-or-herb,7,4,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERIN4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERIN4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERIN4,https://plants.usda.gov/plant-profile/ERIN4,https://en.wikipedia.org/wiki/Eriogonum_inflatum,https://www.wildflower.org/plants/result.php?id_plant=ERIN4
Eriogonum jamesii,James' Buckwheat,no,yes,yes,yes,yes,no,late summer,"12""-18""","12""-18""","flower-or-herb,shrub",7,7,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERJA,https://plants.usda.gov/plant-profile/ERJA,https://en.wikipedia.org/wiki/Eriogonum_jamesii,https://www.wildflower.org/plants/result.php?id_plant=ERJA
Eriogonum latifolium,Seaside Buckwheat,no,yes,yes,yes,yes,no,late spring,1'-3',2'-3',shrub,7,7,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERLA5,https://plants.usda.gov/plant-profile/ERLA5,https://en.wikipedia.org/wiki/Eriogonum_latifolium,https://www.wildflower.org/plants/result.php?id_plant=ERLA5
Eriogonum ovalifolium,Cushion Buckwheat,no,yes,yes,yes,yes,no,late spring,"6""-12""","12""-18""","flower-or-herb,shrub",7,7,5,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EROV,https://plants.usda.gov/plant-profile/EROV,https://en.wikipedia.org/wiki/Eriogonum_ovalifolium,https://www.wildflower.org/plants/result.php?id_plant=EROV
Eriogonum thomasii,Thomas' Buckwheat,no,yes,yes,yes,no,no,late spring,2'-3',"12""-18""",flower-or-herb,7,8,5,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERTH,https://plants.usda.gov/plant-profile/ERTH,https://en.wikipedia.org/wiki/Eriogonum_thomasii,https://www.wildflower.org/plants/result.php?id_plant=ERTH
Eriogonum umbellatum,Sulphur-Flower Buckwheat,no,yes,yes,yes,no,no,late spring,1'-3',"12""-18""","flower-or-herb,shrub",7,7,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERUM,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERUM,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERUM,https://plants.usda.gov/plant-profile/ERUM,https://en.wikipedia.org/wiki/Eriogonum_umbellatum,https://www.wildflower.org/plants/result.php?id_plant=ERUM
Eriogonum wrightii,Bastardsage,no,yes,no,yes,no,no,late spring,1'-3',"12""-18""","flower-or-herb,shrub",7,5,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERWR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERWR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERWR,https://plants.usda.gov/plant-profile/ERWR,https://en.wikipedia.org/wiki/Eriogonum_wrightii,https://www.wildflower.org/plants/result.php?id_plant=ERWR
Eriophorum angustifolium,Tall Cottongrass,no,no,yes,no,no,yes,late spring,"6""-24""","12""-18""",grass,4,5,7,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAN6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAN6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAN6,https://plants.usda.gov/plant-profile/ERAN6,https://en.wikipedia.org/wiki/Eriophorum_angustifolium,https://www.wildflower.org/plants/result.php?id_plant=ERAN6
Eriophyllum confertiflorum,Golden-Yarrow,no,yes,no,yes,no,no,late spring,1'-3',"18""-24""",shrub,7,5,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERCO25,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERCO25,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCO25,https://plants.usda.gov/plant-profile/ERCO25,https://en.wikipedia.org/wiki/Eriophyllum_confertiflorum,https://www.wildflower.org/plants/result.php?id_plant=ERCO25
Eriophyllum lanatum,Common Woolly Sunflower,no,no,yes,yes,no,no,late spring,2'-5',2'-3',"flower-or-herb,shrub",7,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERLA6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERLA6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERLA6,https://plants.usda.gov/plant-profile/ERLA6,https://en.wikipedia.org/wiki/Eriophyllum_lanatum,https://www.wildflower.org/plants/result.php?id_plant=ERLA6
Eryngium leavenworthii,Leavenworth's Eryngo,no,yes,yes,no,yes,no,late spring,2'-3',"18""-24""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERLE11,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERLE11,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERLE11,https://plants.usda.gov/plant-profile/ERLE11,https://en.wikipedia.org/wiki/Eryngium_leavenworthii,https://www.wildflower.org/plants/result.php?id_plant=ERLE11
Eryngium yuccifolium,Button Eryngo,no,no,yes,no,yes,no,late summer,3'-5',2'-3',flower-or-herb,7,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERYU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERYU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERYU,https://plants.usda.gov/plant-profile/ERYU,https://en.wikipedia.org/wiki/Eryngium_yuccifolium,https://www.wildflower.org/plants/result.php?id_plant=ERYU
Erythrina herbacea,Redcardinal,no,yes,yes,yes,no,no,late spring,10'-20',6'-8',"shrub,tree",5,6,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERHE4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERHE4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERHE4,https://plants.usda.gov/plant-profile/ERHE4,https://en.wikipedia.org/wiki/Erythrina_herbacea,https://www.wildflower.org/plants/result.php?id_plant=ERHE4
Erythrina sandwicensis,Wili Wili,no,yes,yes,yes,yes,no,late spring,20'-40',15'-30',tree,7,7,5,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERSA11,https://plants.usda.gov/plant-profile/ERSA11,https://en.wikipedia.org/wiki/Erythrina_sandwicensis,https://www.wildflower.org/plants/result.php?id_plant=ERSA11
Erythronium albidum,White Fawnlily,yes,yes,no,yes,yes,no,early spring,"6""-12""","6""-12""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAL9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAL9,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAL9,https://plants.usda.gov/plant-profile/ERAL9,https://en.wikipedia.org/wiki/Erythronium_albidum,https://www.wildflower.org/plants/result.php?id_plant=ERAL9
Erythronium americanum,Dogtooth Violet,no,yes,no,no,yes,no,early spring,"6""-12""","6""-12""",flower-or-herb,5,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAM5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERAM5,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAM5,https://plants.usda.gov/plant-profile/ERAM5,https://en.wikipedia.org/wiki/Erythronium_americanum,https://www.wildflower.org/plants/result.php?id_plant=ERAM5
Erythronium californicum,California Fawnlily,no,yes,no,no,yes,yes,early spring,"12""-18""","6""-12""",flower-or-herb,7,5,4,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERCA15,https://plants.usda.gov/plant-profile/ERCA15,https://en.wikipedia.org/wiki/Erythronium_californicum,https://www.wildflower.org/plants/result.php?id_plant=ERCA15
Erythronium grandiflorum,Yellow Avalanche-Lily,no,yes,no,no,yes,no,early spring,"6""-12""","6""-12""",flower-or-herb,7,5,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERGR9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ERGR9,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERGR9,https://plants.usda.gov/plant-profile/ERGR9,https://en.wikipedia.org/wiki/Erythronium_grandiflorum,https://www.wildflower.org/plants/result.php?id_plant=ERGR9
Erythronium oregonum,Giant White Fawnlily,yes,yes,yes,no,yes,no,early spring,"6""-12""","6""-12""",flower-or-herb,7,5,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EROR4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EROR4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EROR4,https://plants.usda.gov/plant-profile/EROR4,https://en.wikipedia.org/wiki/Erythronium_oregonum,https://www.wildflower.org/plants/result.php?id_plant=EROR4
Erythroxylum areolatum,Swamp-Redwood,no,yes,no,no,yes,yes,N/A,6'-8',"12""-18""",shrub,2,2,9,9,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ERAR17, removed tree",https://plants.usda.gov/plant-profile/ERAR17,,
Eschscholzia californica,California Poppy,no,no,yes,yes,no,no,early spring,"12""-18""","6""-12""",flower-or-herb,5,4,6,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ESCA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ESCA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ESCA2,https://plants.usda.gov/plant-profile/ESCA2,https://en.wikipedia.org/wiki/Eschscholzia_californica,https://www.wildflower.org/plants/result.php?id_plant=ESCA2
Eugenia axillaris,White Stopper,no,yes,no,no,yes,yes,late spring,10'-20',6'-10',"shrub,tree",7,5,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=EUAX,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EUAX,https://plants.usda.gov/plant-profile/EUAX,https://en.wikipedia.org/wiki/Eugenia_axillaris,https://www.wildflower.org/plants/result.php?id_plant=EUAX
Eugenia confusa,Redberry Stopper,no,yes,yes,no,yes,yes,late spring,6'-12',6'-10',shrub,7,7,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EUCO4, removed tree",https://plants.usda.gov/plant-profile/EUCO4,,https://www.wildflower.org/plants/result.php?id_plant=EUCO4
Eugenia foetida,Boxleaf Stopper,no,yes,yes,no,yes,yes,late spring,10'-20',10'-20',"shrub,tree",4,5,6,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=EUFO3,https://plants.usda.gov/plant-profile/EUFO3,https://en.wikipedia.org/wiki/Eugenia_foetida,https://www.wildflower.org/plants/result.php?id_plant=EUFO3
